CRASH_RECORD_ID,CRASH_DATE,Weekday,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,CRASH_TIME,CATEGORIES
bea638a238ed31fa1bb09d2d23cb6bf684b34bed94e8246036936ef36cb21a73cbefedb786f715801603d73c32df834d7be7d7ff67883ea61224aac9a60242ef,2023-07-28 12:30:00,Friday,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,12,6,7,41.7159162,-87.53513061,"['07/28/2023', '12:30:00', 'PM']",INCAPACITATING INJURY without Device
26b72a011d211127465af81062affdd393ccc4fe3ec1a73bcf5163e4311c045227a7be6ce24bbf165f27b37dfe65d3db36ec2521d9fe00fc2153e9080b191502,2023-07-28 11:15:00,Friday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,11,6,7,41.90951439,-87.74623993,"['07/28/2023', '11:15:00', 'AM']",INCAPACITATING INJURY with Device
e379c5052cc755202ef50cdc742fdd0f05c7f1d1c86519d7c150e8c3b61e98548d1143098adb3f69b0ffb74a0933e980bce9cab0ff336507716764cd3c479152,2023-07-28 09:05:00,Friday,30,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,TURNING,WET,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,9,6,7,41.89943113,-87.67780533,"['07/28/2023', '09:05:00', 'AM']",INCAPACITATING INJURY without Device
6afe2b26f83cda43b91b647f54d41a12dad3b4087c755fdfec485c2c10cfd9a03686aa5a5093f0a0fea91752fd009b84010506eedce7b4026348a41bad89b097,2023-07-27 15:45:00,Thursday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,15,5,7,41.88892451,-87.64425909,"['07/27/2023', '03:45:00', 'PM']",INCAPACITATING INJURY with Device
6115d1a518c545c819d947f9e6f2ff45b64f727a106c1a8248ad8906bdc2487551d189d96d305eb3fb7e9a9db2aa9be0616a5b6a2ab8c741e543787def7f35c6,2023-07-27 14:05:00,Thursday,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,14,5,7,41.96058644,-87.74990808,"['07/27/2023', '02:05:00', 'PM']",INCAPACITATING INJURY with Device
62b9aef69caca3642eb209b3b74109644b05f8542ee63d5f8d7b8490ebb050439b84e9bbb49ba0751452db738bb8245ca5e7e7c5c9b0342418c8a43349282676,2023-07-27 12:57:00,Thursday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDALCYCLIST,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,INCAPACITATING INJURY,1.0,0.0,1.0,12,5,7,41.89916545,-87.72634406,"['07/27/2023', '12:57:00', 'PM']",INCAPACITATING INJURY with Device
c9bde40646c23c0739ea6c1b40f4685468d7d36b2140a1a67a4bc9e21b2466c8b600c6b7f3a835505aaf5cdc423609dd98770248457a0eaed57730f150ed82fa,2023-07-27 12:13:00,Thursday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,2.0,0.0,1.0,12,5,7,41.91897207,-87.76634722,"['07/27/2023', '12:13:00', 'PM']",INCAPACITATING INJURY with Device
9f5b626d47d9e7dbd7f3613afba4536c48ef7db0356ff6e8922a98e847aaae90408a7f6cc078ffccad50252797a146f9c519737c6feb653ddf9670b03fd33240,2023-07-27 11:50:00,Thursday,20,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,1,INCAPACITATING INJURY,1.0,0.0,1.0,11,5,7,41.9765282,-87.69421888,"['07/27/2023', '11:50:00', 'AM']",INCAPACITATING INJURY without Device
6435fd6d7a301c0acb095b32f31195b9264b23299417939b4cc6487a81471cbda868be06609cfef40065a4e49fa192c2173ac33864a6e3d1ef80b0485d5eced0,2023-07-27 09:56:00,Thursday,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,RELATED TO BUS STOP,2,INCAPACITATING INJURY,1.0,0.0,1.0,9,5,7,41.96089433,-87.72324313,"['07/27/2023', '09:56:00', 'AM']",INCAPACITATING INJURY without Device
b4e452b69a502439119a39efed59e1454da76e3e7457f700589f3f254587e99b5857f9ba726405fd7f7a44c5fab6fd4e7d1a14fb3d855a49599012759a738d60,2023-07-27 08:00:00,Thursday,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,8,5,7,41.97169066,-87.67341786,"['07/27/2023', '08:00:00', 'AM']",INCAPACITATING INJURY without Device
7ad5459c9bfe24793b13e2309aad58a049528bb7c6c46792e7e4e3fcdb7eea71aa794b273fc58e8c6a2f7ad4d888a6aa5d84d594d9e262ae7f44c49c806a0a69,2023-07-26 20:25:00,Wednesday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FIXED OBJECT,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,1,INCAPACITATING INJURY,2.0,0.0,1.0,20,4,7,41.7800965,-87.6301722,"['07/26/2023', '08:25:00', 'PM']",INCAPACITATING INJURY with Device
034fae5d0cb3a9d2075966e46030d16ef56a61cbe2c9772f5bab87b1963744fa53cd820e96bc9ee1f3e212d3d3bc0b26c88552be98ed1e1c5e5fd5c3501fc0a8,2023-07-26 16:10:00,Wednesday,10,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,FATAL,1.0,1.0,0.0,16,4,7,41.73635506,-87.62430813,"['07/26/2023', '04:10:00', 'PM']",FATAL without Device
0e77b2445017c638f5a038d73de376c19dfb9a72f8d70504b245ba1cfda3895ff344d36d29822518274b2d853e5829c8468bdd34bd7544f22545a4c9a53dd405,2023-07-26 15:00:00,Wednesday,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DISREGARDING STOP SIGN,2,INCAPACITATING INJURY,2.0,0.0,2.0,15,4,7,41.75658075,-87.60905995,"['07/26/2023', '03:00:00', 'PM']",INCAPACITATING INJURY with Device
740bc7e7096ad85d127c0e5665ef2c37d53fb8ae9a72f4040c6cf211e48cee4631a3c190d2dd3fd1d1a47186815a031265b91b0504fa65c51393fc06f0dc086b,2023-07-26 07:35:00,Wednesday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,PEDALCYCLIST,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,7,4,7,41.76923101,-87.6152907,"['07/26/2023', '07:35:00', 'AM']",INCAPACITATING INJURY with Device
0acd823b8cd83bcdebacf577419eb4aabbf8359744cdec03e69bf0c8f4e64cdfef8526e7c48b006f9dccd25f5cb5b6e1f0776b6ab0e20627ae1036436439601d,2023-07-26 06:28:00,Wednesday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",DISREGARDING TRAFFIC SIGNALS,2,INCAPACITATING INJURY,1.0,0.0,1.0,6,4,7,41.88438365,-87.74556826,"['07/26/2023', '06:28:00', 'AM']",INCAPACITATING INJURY with Device
020fe899f6dba1d8afb7834e9fdf863b12a2eda37eeb1fe53d84c8749df4bcf653f364c6cc268ebea83f95c595bcc65507a88deb12d44627112df0924b91e291,2023-07-25 23:18:00,Tuesday,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,3,INCAPACITATING INJURY,1.0,0.0,1.0,23,3,7,41.79244154,-87.71564253,"['07/25/2023', '11:18:00', 'PM']",INCAPACITATING INJURY without Device
e7f8cfd1cb6748e81265beb487c189e8f14832bbb88fbdd62ca37970d433150ce0d29f4c37ff828cdd42063cfd8110c000fbe0b256c08d73e7624e493cc492f8,2023-07-25 11:30:00,Tuesday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FOLLOWING TOO CLOSELY,2,INCAPACITATING INJURY,1.0,0.0,1.0,11,3,7,41.95053733,-87.67640739,"['07/25/2023', '11:30:00', 'AM']",INCAPACITATING INJURY with Device
4fdd9d923157200fd6126e779c9d7dc4715f1c49fa3ebd28a2c7c064302dc816c7248d0d4d0fb2d98b487cb39ddd85fe5bf625e1f0e13092462eb7f50216b9b3,2023-07-25 09:24:00,Tuesday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,9,3,7,41.89244528,-87.63275537,"['07/25/2023', '09:24:00', 'AM']",INCAPACITATING INJURY with Device
6b7f36b99560399abaa800ec089a43da39de578fba23f38be9ba888e00ab75eb8ebe77a32006e4f7aff22f7a71c05586d3349858a8c3c981997d178a8762c81f,2023-07-25 06:30:00,Tuesday,35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,6,3,7,41.79513857,-87.59669189,"['07/25/2023', '06:30:00', 'AM']",INCAPACITATING INJURY with Device
f0d48e2ab32a8d2eb08914f6f1bbdce4dddb608b2996c057faa9ad136d183e526cc6ff483e82a37d9953acfa7f139fe89aa12559b9fda490d5f20be8d7020aba,2023-07-25 03:30:00,Tuesday,15,NO CONTROLS,CLEAR,DARKNESS,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,3,3,7,41.75186701,-87.5480817,"['07/25/2023', '03:30:00', 'AM']",INCAPACITATING INJURY without Device
0890a9a169afe99a4e753628acd9c29f716eb60ef38dd1001f5ad8cd02a1b78fee1e541754a47ccb07564d60988bb0c9d34ebae36ea8b1bce9a40781a94c7943,2023-07-24 23:14:00,Monday,35,TRAFFIC SIGNAL,CLEAR,DARKNESS,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,3.0,0.0,3.0,23,2,7,41.74038097,-87.60486999,"['07/24/2023', '11:14:00', 'PM']",INCAPACITATING INJURY with Device
3945b9edba7d112080da831584987b22a82207be041a5afce74c08c86c255b1019bf39bccfb606de41de7c06cfb73ae8bc4e6142d65915bc2c5e61e9a1cfdda9,2023-07-24 21:45:00,Monday,20,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,INCAPACITATING INJURY,1.0,0.0,1.0,21,2,7,41.88180696,-87.62954312,"['07/24/2023', '09:45:00', 'PM']",INCAPACITATING INJURY without Device
e0c6d838cb4e4d8582da0f93bc463c6d03bfe34419f8719c857ee08f82c422c58b91dd93a749309390eda205e0031f8dbea207c799a58abe649a9c238eeb8f2c,2023-07-24 21:28:00,Monday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,1.0,0.0,1.0,21,2,7,41.77936236,-87.70329277,"['07/24/2023', '09:28:00', 'PM']",INCAPACITATING INJURY with Device
7e4b15bc9152a7ca2f637a69cf0beed634f892d510b2bde29b4f72f2a97d1fccbcf5800a6a1db39905d8c0993bfe03ec8f94d166086ed473e56354229cd7fb87,2023-07-24 20:58:00,Monday,20,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2,INCAPACITATING INJURY,1.0,0.0,1.0,20,2,7,41.65703873,-87.60248054,"['07/24/2023', '08:58:00', 'PM']",INCAPACITATING INJURY without Device
3156c6faa75e38eb521cf3ddb010521619e6267899deaead993d2209473ca9545efd02024c5e388e8886cadc94a95955a6dcd586a84655d475e9b0fc7376d6ac,2023-07-24 17:20:00,Monday,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,3,INCAPACITATING INJURY,1.0,0.0,1.0,17,2,7,41.84765238,-87.67832055,"['07/24/2023', '05:20:00', 'PM']",INCAPACITATING INJURY without Device
b0bd84143e35814591d4a07f149aecb08c391faf6fb5f7cec5f8f9f989f1a22f3673997128c22b52cc023a06df00bc4ce5876f3d1b9f87da64ba700b7492d365,2023-07-24 17:08:00,Monday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3,INCAPACITATING INJURY,1.0,0.0,1.0,17,2,7,41.90933799,-87.75986542,"['07/24/2023', '05:08:00', 'PM']",INCAPACITATING INJURY with Device
8af087cf8e949e48c22fad7e92e0c6e2060893a7464e836c6a2afe0c23f92a54bd44d8488402c4c595884fbc1a004ac2f7aa6b19cbb860da4882926781c2092a,2023-07-24 14:23:00,Monday,35,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NOT APPLICABLE,2,INCAPACITATING INJURY,1.0,0.0,1.0,14,2,7,41.80077271,-87.68436018,"['07/24/2023', '02:23:00', 'PM']",INCAPACITATING INJURY without Device
8bd7c9dcbcad6180a561529fcf8cced0bdf7896954bb977805b2be60241407488fe26886bca5e4d5ceb9653f142ff93e868aca56b3e8cee53711896d224e41ef,2023-07-24 12:35:00,Monday,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,2,INCAPACITATING INJURY,4.0,0.0,1.0,12,2,7,41.89559207,-87.69171227,"['07/24/2023', '12:35:00', 'PM']",INCAPACITATING INJURY with Device
903411407a42a76818f6ed547bff637076ec275f0a95469383c10f827e62f02602749fd55a1d4c9ae00b29f3b9d2ca57ca66a687ebca45ff40b86ab37959a319,2023-07-24 01:51:00,Monday,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,1,FATAL,1.0,1.0,0.0,1,2,7,41.85650338,-87.72474722,"['07/24/2023', '01:51:00', 'AM']",FATAL without Device
4b7d5d53bab3376a6fcb9e4eb2693fb02f9e0879b720e208d48dae35d42bd285cef373605e5fd6d143fccd8c07c7f18c75f105cc5e8c1603c2645d07413506ce,2023-07-23 21:46:00,Sunday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DRY,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,21,1,7,41.97713934,-87.75458801,"['07/23/2023', '09:46:00', 'PM']",INCAPACITATING INJURY with Device
f0b5226ab0cde1023c7a6718b8c73d53979f1350347c11c7fab0f1365866b1505b6aaa77e17d3f3676eda79057044f7df750623bab90bf3510a7935c19d81bc8,2023-07-23 21:37:00,Sunday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,2,INCAPACITATING INJURY,1.0,0.0,1.0,21,1,7,41.88326168,-87.63719466,"['07/23/2023', '09:37:00', 'PM']",INCAPACITATING INJURY with Device
4eebd9eaa2cfec61312cdc7e6b6db022e873630b13ac6ccbd0fc01cf98aa550c7ce13795d29d4f7ce91c23cc46f5272c56478e0ce76410d7b0c361b671e3cc99,2023-07-23 20:35:00,Sunday,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,3,INCAPACITATING INJURY,2.0,0.0,1.0,20,1,7,41.92094888,-87.65846067,"['07/23/2023', '08:35:00', 'PM']",INCAPACITATING INJURY without Device
f2d84fc59f464261b4360d96eda246dfdde396f8ae0a6ed1a4488711f3f39b379feb642a039b473fe250417f29e7fbac73baa165d7a327b5763a63acc960ae44,2023-07-23 18:15:00,Sunday,30,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,INCAPACITATING INJURY,1.0,0.0,1.0,18,1,7,41.8047684,-87.67473748,"['07/23/2023', '06:15:00', 'PM']",INCAPACITATING INJURY without Device
516ba3801fe6bb0f18aed8c4f6449bb6b12ff448731e012733e93728addce14c91fea9812486e3808a6566a882691072c6e66dc2cccb84ddedbbc54ddd2161ac,2023-07-23 17:10:00,Sunday,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,2.0,0.0,2.0,17,1,7,41.9026126,-87.72027421,"['07/23/2023', '05:10:00', 'PM']",INCAPACITATING INJURY without Device
02357eb107b3b04039f17878a5cb9e4e83f2fc946a4fb50c7189192f410085d9977d2de0ae5a66c0a71ee8fd453225982897c4e7c1f332c9c172228ec201830c,2023-07-23 16:59:00,Sunday,30,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DRY,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,16,1,7,41.80779964,-87.64565136,"['07/23/2023', '04:59:00', 'PM']",INCAPACITATING INJURY without Device
8c5c33b34235182da54f166bd8cbb763513504afddf37091d1c1b676ede76a9289580e6bb9f54af1fc39fd4f22023f27ca88ecebd6f026a17da15710e5e264bf,2023-07-23 14:08:00,Sunday,30,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,4,INCAPACITATING INJURY,2.0,0.0,1.0,14,1,7,41.93230881,-87.77585598,"['07/23/2023', '02:08:00', 'PM']",INCAPACITATING INJURY without Device
39571699e7cb227cd32b7be8158930fae19ea165124062c4bc426a8fdfee4e613081d8d7849515a6273961b0c6495e9aa638a2bc6c2e2f31e762c2ad536c5fe7,2023-07-23 07:00:00,Sunday,30,NO CONTROLS,CLEAR,DAWN,FIXED OBJECT,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,1,INCAPACITATING INJURY,1.0,0.0,1.0,7,1,7,41.91067543,-87.73628143,"['07/23/2023', '07:00:00', 'AM']",INCAPACITATING INJURY without Device
c82fe0bc646e0fc29ad4badeea78a1b2957daeccb728ef89d2dcdc35e11033e9e35240a1f6dcb4ff4fe291732f608b9b9d7cd4787dc0914fb6a62944301839d6,2023-07-23 02:59:00,Sunday,25,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,1.0,0.0,1.0,2,1,7,41.78234075,-87.66443621,"['07/23/2023', '02:59:00', 'AM']",INCAPACITATING INJURY without Device
15de0e206122ed6ae018111d21ebffe6f0e0f23a84164282b9398dd0943fb7f21e3eba828dbdddac894bc26403551b3b0f6506b54608d01f8dbec035c12a039f,2023-07-23 02:36:00,Sunday,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,1,INCAPACITATING INJURY,1.0,0.0,1.0,2,1,7,41.85196227,-87.71178666,"['07/23/2023', '02:36:00', 'AM']",INCAPACITATING INJURY without Device
309dcee35731332405c24afcc6972cc955fc12708f30ab9833ca2d476e77feee80d3dcd0dfb1113741e834a06de43ddd87ccb0d9271f8f113650f40b16f133b9,2023-07-22 20:30:00,Saturday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,1.0,0.0,1.0,20,7,7,41.86921367,-87.69612571,"['07/22/2023', '08:30:00', 'PM']",INCAPACITATING INJURY with Device
cdd893bcb67b209425234edad3d82dd7ed834b8430e3b0befd3df41906b1f3f89846927b518d53e9bca133b8d05fe5a55f6ca8fc2802f127af7e62df49593262,2023-07-22 17:00:00,Saturday,20,NO CONTROLS,RAIN,DAWN,PARKED MOTOR VEHICLE,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,8,INCAPACITATING INJURY,2.0,0.0,2.0,17,7,7,41.98627953,-87.71737617,"['07/22/2023', '05:00:00', 'PM']",INCAPACITATING INJURY without Device
5f76ec05132ad9aace5a9d971c1d822b4d3c131a444ca0ca1f8aa4fd4495cad3d7b0cad0c18a22293eadffe479f8678e1f033d98566c2c5c688c13b012e2314f,2023-07-22 14:54:00,Saturday,30,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",UNABLE TO DETERMINE,2,INCAPACITATING INJURY,1.0,0.0,1.0,14,7,7,41.89276972,-87.77491812,"['07/22/2023', '02:54:00', 'PM']",INCAPACITATING INJURY without Device
9b6d90914e42a67f5f52a725699c1185bba611b018627220e0da11d8453a120a8a1233e9eb0ccd4141c54d4d87f32e95f83c8325a68464a272b1b67427069598,2023-07-22 14:00:00,Saturday,35,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",PHYSICAL CONDITION OF DRIVER,3,INCAPACITATING INJURY,3.0,0.0,1.0,14,7,7,41.77072409,-87.74189706,"['07/22/2023', '02:00:00', 'PM']",INCAPACITATING INJURY without Device
9beccad6eb240bd3bd50db855508adc18a82ae5fb914dbba0a1267c2f659e66f594b65987466e9749e44eae05f86892ddb4fd23b95f9db6d9283afb0fa6d6458,2023-07-22 14:00:00,Saturday,30,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,INCAPACITATING INJURY,1.0,0.0,1.0,14,7,7,41.94920689,-87.71282878,"['07/22/2023', '02:00:00', 'PM']",INCAPACITATING INJURY without Device
671c3003c33ac40e16fa0ce917848a06ef773274ea14ea0b52242dc782dd1fc173611a1d4e7f9f88aa6647f0804547aab49ff33131caa5c1776600e5048c2437,2023-07-22 09:13:00,Saturday,35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,REAR END,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",IMPROPER OVERTAKING/PASSING,2,INCAPACITATING INJURY,7.0,0.0,1.0,9,7,7,41.78953312,-87.72291385,"['07/22/2023', '09:13:00', 'AM']",INCAPACITATING INJURY with Device
6649c60b177df08fed939760453edb20dc670ff9adeeddf2be0adae031bbbdf6cef32d8378392cf4bd96602a8691da58d1eac7e43643a6a9cf3baa99a341cce5,2023-07-22 08:45:00,Saturday,30,NO CONTROLS,RAIN,DARKNESS,REAR END,WET,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,2,INCAPACITATING INJURY,1.0,0.0,1.0,8,7,7,41.65192864,-87.6171512,"['07/22/2023', '08:45:00', 'AM']",INCAPACITATING INJURY without Device
fe2326219a19d2bcb0920955822d55b2bc383178f490b116bc44bcd016140e8db67d8519e0d590990010c3c5a382b78abce5e5d04dc010c053dabb54238afef4,2023-07-22 01:22:00,Saturday,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",DRIVING ON WRONG SIDE/WRONG WAY,2,INCAPACITATING INJURY,1.0,0.0,1.0,1,7,7,41.86635834,-87.71944604,"['07/22/2023', '01:22:00', 'AM']",INCAPACITATING INJURY with Device
c2b4ec586dd05cfa061be31c7f42035defb77123bfd0ac434128c7633a354074cb602c1fd62c71d4e6f2fdf16720736e16a486d547ccece75cb476cb29fa488c,2023-07-21 21:36:00,Friday,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DRY,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,INCAPACITATING INJURY,1.0,0.0,1.0,21,6,7,41.85885148,-87.71903976,"['07/21/2023', '09:36:00', 'PM']",INCAPACITATING INJURY with Device
